AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving;parametergroep
33;Massafractie fluorantheen in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Flu;fluorantheen;contaminants
23;Massafractie Gloeirest in Oppervlaktewater %;%;procent;MASSFTE;Massafractie;NVT;Niet van toepassing;GR;Gloeirest;light
309;Massafractie hexachloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HCB;hexachloorbenzeen;contaminants
34;Massafractie kwik in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Hg;kwik;metals
201;Massafractie heptachloor in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HpCl;heptachloor;contaminants
210;Massafractie hexachloorbutadieen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HxClbtDen;hexachloorbutadieen;contaminants
263;Massafractie isodrin in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;idn;isodrin;contaminants
310;Massafractie indeno(1,2,3-cd)pyreen in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;InP;indeno(1,2,3-cd)pyreen;contaminants
327;Massafractie minerale olie in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;minrlole;minerale olie;contaminants
262;Massafractie mangaan in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Mn;mangaan;metals
124;Massafractie molybdeen in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Mo;molybdeen;metals
81;Massafractie natrium in Zwevende stof t.o.v. drooggewicht in g/kg;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Na;natrium;metals
326;Massafractie naftaleen in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Naf;naftaleen;contaminants
131;Massafractie nikkel in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ni;nikkel;metals
202;Massafractie stikstof Kjeldahl in Zwevende stof uitgedrukt in Stikstof / drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;Ndg;uitgedrukt in Stikstof / drooggewicht;NKj;stikstof Kjeldahl;eutrophication
311;Massafractie lood in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Pb;lood;metals
44;Massafractie 2,2',4,4',6-pentabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE100;2,2',4,4',6-pentabroomdifenylether;contaminants
315;Massafractie 2,2',4,4',5,5'-hexabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE153;2,2',4,4',5,5'-hexabroomdifenylether;contaminants
314;Massafractie 2,2',4,4',5,6'-hexabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE154;2,2',4,4',5,6'-hexabroomdifenylether;contaminants
337;Massafractie 2,4,4'-tribroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE28;2,4,4'-tribroomdifenylether;contaminants
381;Massafractie 2,2',4,4'-tetrabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE47;2,2',4,4'-tetrabroomdifenylether;contaminants
437;Massafractie 2,2',4,4',5-pentabroomdifenylether in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE99;2,2',4,4',5-pentabroomdifenylether;contaminants
88;Massafractie 2,2',4,5,5'-pentachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB101;2,2',4,5,5'-pentachloorbifenyl;contaminants
132;Massafractie 2,3',4,4',5-pentachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB118;2,3',4,4',5-pentachloorbifenyl;contaminants
372;Massafractie 2,2',3,4,4',5'-hexachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB138;2,2',3,4,4',5'-hexachloorbifenyl;contaminants
244;Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB153;2,2',4,4',5,5'-hexachloorbifenyl;contaminants
184;Massafractie 2,2',3,4,4',5,5'-heptachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB180;2,2',3,4,4',5,5'-heptachloorbifenyl;contaminants
35;Massafractie 2,4,4'-trichloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB28;2,4,4'-trichloorbifenyl;contaminants
378;Massafractie 2,2',5,5'-tetrachloorbifenyl in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB52;2,2',5,5'-tetrachloorbifenyl;contaminants
398;Massafractie pentachloorbenzeen in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PeClBen;pentachloorbenzeen;contaminants
1;Massafractie fosfor totaal in Zwevende stof t.o.v. drooggewicht in mg/g;mg/g;milligram per gram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ptot;fosfor totaal;eutrophication
43;Massafractie pyreen in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Pyr;pyreen;contaminants
82;Massafractie antimoon in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Sb;antimoon;metals
283;Massafractie seleen in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Se;seleen;metals
418;Massafractie tin in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Sn;tin;metals
269;Massafractie tetrabutyltin in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;T4C4ySn;tetrabutyltin;contaminants
356;Massafractie tetrabutyltin in Zwevende stof uitgedrukt in Tin / drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;Sndg;uitgedrukt in Tin / drooggewicht;T4C4ySn;tetrabutyltin;contaminants
161;Massafractie tributyltin (kation) in Zwevende stof uitgedrukt in Tin / drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;Sndg;uitgedrukt in Tin / drooggewicht;TC4ySn;tributyltin (kation);contaminants
232;Massafractie tributyltin (kation) in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;TC4ySn;tributyltin (kation);contaminants
106;Massafractie tellurium in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Te;tellurium;contaminants
177;Massafractie trifenyltin (kation) in Zwevende stof t.o.v. drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;TFySn;trifenyltin (kation);contaminants
420;Massafractie trifenyltin (kation) in Zwevende stof uitgedrukt in Tin / drooggewicht in ug/kg;ug/kg;microgram per kilogram;MASSFTE;Massafractie;Sndg;uitgedrukt in Tin / drooggewicht;TFySn;trifenyltin (kation);contaminants
436;Massafractie titaan in Zwevende stof t.o.v. drooggewicht in g/kg;g/kg;gram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ti;titaan;metals
6;Massafractie thallium in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Tl;thallium;metals
139;Massafractie uranium in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;U;uranium;metals
425;Massafractie vanadium in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;V;vanadium;metals
190;Massafractie zink in Zwevende stof t.o.v. drooggewicht in mg/kg;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Zn;zink;metals
228;Chlorofyl-a in Oppervlaktewater %;%;procent;NVT;Waarde is niet van toepassing;NVT;Niet van toepassing;CHLFa;chlorofyl-a;eutrophication
225;Zuurgraad Oppervlaktewater ;DIMSLS;dimensieloos;pH;Zuurgraad;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;eutrophication
193;Gemiddelde Debiet Oppervlaktewater m3/s;m3/s;kubieke meter per seconde;Q;Debiet;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
388;Debiet verwacht Oppervlaktewater m3/s;m3/s;kubieke meter per seconde;QVERWACHT;Debiet verwacht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
53;Gemiddelde golfrichtingspreiding in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in graad;graad;graad;S0BH;Gemiddelde golfrichtingspreiding in het spectrale domein;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
73;Saliniteit Oppervlaktewater ;DIMSLS;dimensieloos;SALNTT;Saliniteit;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;salinity
95;Standaardafwijking van de golfhoogte in het tijdsdomein Oppervlaktewater cm;cm;centimeter;SPGH;Standaardafwijking van de golfhoogte in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
149;Standaardafwijking van de golfperiode in het tijdsdomein Oppervlaktewater s;s;seconde;SPGT;Standaardafwijking van de golfperiode in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
144;Stroomrichting laag 1 Oppervlaktewater t.o.v. ware Noorden in graad;graad;graad;SRV10w1;Stroomrichting laag 1;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;physics
143;Stroomrichting laag 2 Oppervlaktewater t.o.v. ware Noorden in graad;graad;graad;SRV10w2;Stroomrichting laag 2;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;physics
382;Stroomrichting laag 3 Oppervlaktewater t.o.v. ware Noorden in graad;graad;graad;SRV10w3;Stroomrichting laag 3;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;physics
444;Stroomsnelheid laag 1 Oppervlaktewater m/s;m/s;meter per seconde;SSV10w1;Stroomsnelheid laag 1;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
49;Stroomsnelheid loodrecht laag 1 Oppervlaktewater m/s;m/s;meter per seconde;SSV10w1G;Stroomsnelheid loodrecht laag 1;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
383;Stroomsnelheid laag 2 Oppervlaktewater m/s;m/s;meter per seconde;SSV10w2;Stroomsnelheid laag 2;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
445;Stroomsnelheid loodrecht laag 2 Oppervlaktewater m/s;m/s;meter per seconde;SSV10w2G;Stroomsnelheid loodrecht laag 2;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
251;Stroomsnelheid laag 3 Oppervlaktewater m/s;m/s;meter per seconde;SSV10w3;Stroomsnelheid laag 3;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
192;Stroomsnelheid loodrecht laag 3 Oppervlaktewater m/s;m/s;meter per seconde;SSV10w3G;Stroomsnelheid loodrecht laag 3;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
261;Stroomrichting Oppervlaktewater t.o.v. ware Noorden in graad;graad;graad;STROOMRTG;Stroomrichting;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;physics
442;Stroomsnelheid Oppervlaktewater m/s;m/s;meter per seconde;STROOMSHD;Stroomsnelheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
136;Temperatuur Lucht t.o.v. Normaal Amsterdams Peil in oC;oC;graad Celsius;T;Temperatuur;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;temperature
377;Temperatuur Oppervlaktewater oC;oC;graad Celsius;T;Temperatuur;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;temperature
145;Golfperiode die hoort bij H1/3 Oppervlaktewater s;s;seconde;T_H1/3;Golfperiode die hoort bij H1/3;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
319;Golfperiode die hoort bij Hmax Oppervlaktewater s;s;seconde;T_Hmax;Golfperiode die hoort bij Hmax;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
253;Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein) Oppervlaktewater s;s;seconde;T1/3;Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein);NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
151;Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein) verwacht Oppervlaktewater s;s;seconde;T1/3V;Gem. golfperiode langste 1/3 deel v.d. golven (tijdsdomein) verwacht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
52;Golfenergie in het spectrale domein Oppervlaktewater golffrequentie tussen 100 en 200 mHz in cm2;cm2;vierkante centimeter;TE;Golfenergie in het spectrale domein;F010-020;golffrequentie tussen 100 en 200 mHz;NVT;Waarde is niet van toepassing;physics
258;Golfenergie in het spectrale domein Oppervlaktewater golffrequentie tussen 500 en 1000 mHz in cm2;cm2;vierkante centimeter;TE;Golfenergie in het spectrale domein;F050-100;golffrequentie tussen 500 en 1000 mHz;NVT;Waarde is niet van toepassing;physics
320;Golfenergie in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in cm2;cm2;vierkante centimeter;TE;Golfenergie in het spectrale domein;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
386;Golfenergie in het spectrale domein Oppervlaktewater golffrequentie tussen 200 en 1000 mHz in cm2;cm2;vierkante centimeter;TE;Golfenergie in het spectrale domein;F020-100;golffrequentie tussen 200 en 1000 mHz;NVT;Waarde is niet van toepassing;physics
387;Golfenergie in het spectrale domein Oppervlaktewater golffrequentie tussen 200 en 500 mHz in cm2;cm2;vierkante centimeter;TE;Golfenergie in het spectrale domein;F020-050;golffrequentie tussen 200 en 500 mHz;NVT;Waarde is niet van toepassing;physics
197;Deiningsenergie in het spectrale domein Oppervlaktewater cm2;cm2;vierkante centimeter;TE3;Deiningsenergie in het spectrale domein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
254;Deiningsenergie in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm2;cm2;vierkante centimeter;TE3;Deiningsenergie in het spectrale domein;F003-010;golffrequentie tussen 30 en 100 mHz;NVT;Waarde is niet van toepassing;physics
198;Deiningsenergie in het spectrale domein verwacht Oppervlaktewater golffrequentie tussen 30 en 100 mHz in cm2;cm2;vierkante centimeter;TE3V;Deiningsenergie in het spectrale domein verwacht;F003-010;golffrequentie tussen 30 en 100 mHz;NVT;Waarde is niet van toepassing;physics
50;Gemiddelde golfrichting in het spectrale domein Oppervlaktewater golffrequentie tussen 30 en 500 mHz in graad;graad;graad;Th0;Gemiddelde golfrichting in het spectrale domein;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
389;Gemiddelde golfrichting in het spectrale domein Oppervlaktewater t.o.v. ware Noorden in graad;graad;graad;Th0;Gemiddelde golfrichting in het spectrale domein;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;physics
317;Gem. golfperiode hoogste 1/3 deel golven Oppervlaktewater s;s;seconde;TH1/3;gem. golfperiode hoogste 1/3 deel golven;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
97;Gem. richting deining tov ware noorden in spectrale domein Oppervlaktewater golffrequentie tussen 30 en 100 mHz in graad;graad;graad;Th3;Gem. richting deining tov ware noorden in spectrale domein;F003-010;golffrequentie tussen 30 en 100 mHz;NVT;Waarde is niet van toepassing;physics
323;Gem. richting deining tov ware noorden in spectrale domein Oppervlaktewater t.o.v. ware Noorden in graad;graad;graad;Th3;Gem. richting deining tov ware noorden in spectrale domein;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;physics
54;Gem. richting deining tov ware noorden in spectrale domein verwacht Oppervlaktewater golffrequentie tussen 30 en 100 mHz in graad;graad;graad;Th3V;Gem. richting deining tov ware noorden in spectrale domein verwacht;F003-010;golffrequentie tussen 30 en 100 mHz;NVT;Waarde is niet van toepassing;physics
96;Golfperiode bepaald uit de spectrale momenten m0 en m2 Oppervlaktewater golffrequentie tussen 30 en 1000 mHz in s;s;seconde;Tm02;Golfperiode bepaald uit de spectrale momenten m0 en m2;F003-100;golffrequentie tussen 30 en 1000 mHz;NVT;Waarde is niet van toepassing;physics
318;Golfperiode bepaald uit de spectrale momenten m0 en m2 Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s;s;seconde;Tm02;Golfperiode bepaald uit de spectrale momenten m0 en m2;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
390;Golfperiode bepaald uit de spectrale momenten m0 en m2 Oppervlaktewater s;s;seconde;Tm02;Golfperiode bepaald uit de spectrale momenten m0 en m2;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
259;Golfperiode bepaald uit de spectrale momenten m0 en m2 verwacht Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s;s;seconde;Tm02V;Golfperiode bepaald uit de spectrale momenten m0 en m2 verwacht;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
257;Maximale golfperiode in het tijdsdomein Oppervlaktewater s;s;seconde;Tmax;Maximale golfperiode in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
363;Verzadigingsgraad zuurstof in Oppervlaktewater %;%;procent;VERZDGGD;Verzadigingsgraad;NVT;Niet van toepassing;O2;zuurstof;eutrophication
94;Waterhoogte berekend Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTBRKD;Waterhoogte berekend;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
196;Waterhoogte berekend Oppervlaktewater t.o.v. Mean Sea Level in cm;cm;centimeter;WATHTBRKD;Waterhoogte berekend;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;physics
152;Waterhoogte Oppervlaktewater t.o.v. Mean Sea Level in cm;cm;centimeter;WATHTE;Waterhoogte;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;physics
322;Waterhoogte Oppervlaktewater t.o.v. plaatselijk referentievlak in cm;cm;centimeter;WATHTE;Waterhoogte;PLAATSLR;t.o.v. plaatselijk referentievlak;NVT;Waarde is niet van toepassing;physics
325;Waterhoogte Oppervlaktewater t.o.v. Tweede Algemene Waterpassing in cm;cm;centimeter;WATHTE;Waterhoogte;TAW;t.o.v. Tweede Algemene Waterpassing;NVT;Waarde is niet van toepassing;physics
329;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTE;Waterhoogte;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
324;Waterhoogte astronomisch Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTEASTRO;Waterhoogte astronomisch;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
199;Waterhoogte verwacht Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTEVERWACHT;Waterhoogte verwacht;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
142;Windrichting Lucht t.o.v. ware Noorden in graad;graad;graad;WINDRTG;Windrichting;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;meteo
447;Windrichting verwacht Lucht t.o.v. ware Noorden in graad;graad;graad;WINDRTGVERWACHT;Windrichting verwacht;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;meteo
146;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;m/s;meter per seconde;WINDSHD;Windsnelheid;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;meteo
441;Windsnelheid Lucht m/s;m/s;meter per seconde;WINDSHD;Windsnelheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;meteo
153;Windsnelheid verwacht Lucht m/s;m/s;meter per seconde;WINDSHDVERWACHT;Windsnelheid verwacht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;meteo
200;Windsnelheid verwacht Lucht t.o.v. Mean Sea Level in m/s;m/s;meter per seconde;WINDSHDVERWACHT;Windsnelheid verwacht;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;meteo
252;"Maximale 3"" windstoot in de afgelopen 10 minuten Lucht t.o.v. Mean Sea Level in m/s";m/s;meter per seconde;WINDSTOOT;"Maximale 3"" windstoot in de afgelopen 10 minuten";MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;meteo
392;"Maximale 3"" windstoot in de afgelopen 10 minuten Lucht m/s";m/s;meter per seconde;WINDSTOOT;"Maximale 3"" windstoot in de afgelopen 10 minuten";NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;meteo
278;Doorzicht Oppervlaktewater dm;dm;decimeter;ZICHT;Doorzicht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;light
135;Meteorologisch zicht Lucht t.o.v. Normaal Amsterdams Peil in m;m;meter;ZICHTMETEO;Meteorologisch zicht;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;meteo
